school_year,school_year_offset,sis_user_id,student_label,grade_level,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,assignment_label,sequence_index,assessment_window,expected_transition_type,actual_transition_type,generation_mode,population_status,attendance_category,attendance_probability,score,present_student_score,potential_score,posterior_readiness_after,growth_delta,latent_transition_type,latent_readiness_before,latent_readiness_after,latent_transition_delta,academic_profile_status,is_populated,is_present,is_nonparticipation_zero
2025-2026,0,SYN-SIS-000068,Synthetic Student 068,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-023,AP Calculus AB - Synthetic Section 01-23,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9422,69.53,69.53,73.04,67.2118,,initialize_latent_readiness,,73.04,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000069,Synthetic Student 069,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9922,57.17,57.17,54.12,55.5601,,initialize_latent_readiness,,54.12,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000070,Synthetic Student 070,9,MATH-GEOM,Geometry,regular,Y00-SEC-008,Geometry - Synthetic Section 01-08,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.8939,42.25,42.25,40.54,42.6767,,initialize_latent_readiness,,40.54,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000071,Synthetic Student 071,11,MATH-ALG2,Algebra 2,regular,Y00-SEC-011,Algebra 2 - Synthetic Section 01-11,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9882,36.07,36.07,30.05,38.0129,,initialize_latent_readiness,,30.05,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000072,Synthetic Student 072,11,MATH-GEOM,Geometry,regular,Y00-SEC-003,Geometry - Synthetic Section 01-03,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9957,20.7,20.7,20.09,25.0279,,initialize_latent_readiness,,20.09,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000073,Synthetic Student 073,10,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-018,AP Precalculus - Synthetic Section 01-18,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9749,60.97,60.97,60.95,59.7015,,initialize_latent_readiness,,60.95,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000074,Synthetic Student 074,12,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-016,AP Precalculus - Synthetic Section 01-16,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.8954,37.04,37.04,32.44,40.0419,,initialize_latent_readiness,,32.44,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000075,Synthetic Student 075,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,AP Calculus AB - Synthetic Section 01-21,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9677,82.66,82.66,85.49,78.3044,,initialize_latent_readiness,,85.49,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000076,Synthetic Student 076,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-011,Algebra 2 - Synthetic Section 01-11,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9301,46.67,46.67,49.98,46.6894,,initialize_latent_readiness,,49.98,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000077,Synthetic Student 077,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,AP Calculus AB - Synthetic Section 01-21,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,initialize_readiness,absent_no_update,absent_no_update,populated,normal,0.8774,0.0,,,,,initialize_latent_readiness,,18.39,,pending_no_present_scores,true,false,true
2025-2026,0,SYN-SIS-000078,Synthetic Student 078,10,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-018,AP Precalculus - Synthetic Section 01-18,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9764,37.86,37.86,36.99,40.1775,,initialize_latent_readiness,,36.99,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000079,Synthetic Student 079,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9849,69.39,69.39,67.41,65.8839,,initialize_latent_readiness,,67.41,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000080,Synthetic Student 080,10,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-018,AP Precalculus - Synthetic Section 01-18,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,at_risk,0.5647,25.44,25.44,24.57,29.6848,,initialize_latent_readiness,,24.57,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000081,Synthetic Student 081,9,MATH-ALG1,Algebra 1,regular,Y00-SEC-001,Algebra 1 - Synthetic Section 01-01,TCH-001,Teacher 01,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9543,91.85,91.85,88.43,84.5802,,initialize_latent_readiness,,88.43,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000082,Synthetic Student 082,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-022,AP Calculus AB - Synthetic Section 01-22,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9925,50.47,50.47,49.76,51.1094,,initialize_latent_readiness,,49.76,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000083,Synthetic Student 083,11,MATH-PRECALC,Precalculus,regular,Y00-SEC-020,Precalculus - Synthetic Section 01-20,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9942,34.33,34.33,27.9,36.5429,,initialize_latent_readiness,,27.9,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000084,Synthetic Student 084,9,MATH-GEOM,Geometry,regular,Y00-SEC-004,Geometry - Synthetic Section 01-04,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.8949,55.03,55.03,56.13,53.4736,,initialize_latent_readiness,,56.13,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000085,Synthetic Student 085,9,MATH-GEOM,Geometry,regular,Y00-SEC-007,Geometry - Synthetic Section 01-07,TCH-001,Teacher 01,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9874,52.06,52.06,51.38,50.9645,,initialize_latent_readiness,,51.38,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000086,Synthetic Student 086,9,MATH-ALG1,Algebra 1,regular,Y00-SEC-002,Algebra 1 - Synthetic Section 01-02,TCH-001,Teacher 01,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9766,58.31,58.31,57.54,56.2447,,initialize_latent_readiness,,57.54,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000087,Synthetic Student 087,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-011,Algebra 2 - Synthetic Section 01-11,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,initialize_readiness,absent_no_update,absent_no_update,populated,high,0.9651,0.0,,,,,initialize_latent_readiness,,50.56,,pending_no_present_scores,true,false,true
2025-2026,0,SYN-SIS-000088,Synthetic Student 088,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9606,58.82,58.82,58.05,56.9541,,initialize_latent_readiness,,58.05,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000089,Synthetic Student 089,11,MATH-PRECALC,Precalculus,regular,Y00-SEC-019,Precalculus - Synthetic Section 01-19,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9725,84.66,84.66,85.02,79.063,,initialize_latent_readiness,,85.02,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000090,Synthetic Student 090,11,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9601,58.27,58.27,59.25,57.3887,,initialize_latent_readiness,,59.25,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000091,Synthetic Student 091,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.907,67.29,67.29,72.55,64.1098,,initialize_latent_readiness,,72.55,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000092,Synthetic Student 092,9,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9183,54.48,54.48,53.09,53.6297,,initialize_latent_readiness,,53.09,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000093,Synthetic Student 093,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-023,AP Calculus AB - Synthetic Section 01-23,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9939,78.84,78.84,77.94,75.3557,,initialize_latent_readiness,,77.94,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000094,Synthetic Student 094,10,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9475,60.83,60.83,58.76,59.2729,,initialize_latent_readiness,,58.76,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000095,Synthetic Student 095,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-022,AP Calculus AB - Synthetic Section 01-22,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9849,63.6,63.6,59.81,62.4806,,initialize_latent_readiness,,59.81,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000096,Synthetic Student 096,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,AP Calculus AB - Synthetic Section 01-21,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9907,81.22,81.22,81.09,77.3664,,initialize_latent_readiness,,81.09,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000097,Synthetic Student 097,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9705,47.25,47.25,47.57,47.1794,,initialize_latent_readiness,,47.57,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000098,Synthetic Student 098,10,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,at_risk,0.7085,54.73,54.73,54.3,54.1194,,initialize_latent_readiness,,54.3,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000099,Synthetic Student 099,12,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-017,AP Precalculus - Synthetic Section 01-17,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9778,44.99,44.99,42.11,46.7583,,initialize_latent_readiness,,42.11,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000100,Synthetic Student 100,9,MATH-ALG1,Algebra 1,regular,Y00-SEC-001,Algebra 1 - Synthetic Section 01-01,TCH-001,Teacher 01,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.8559,14.3,14.3,15.06,19.0638,,initialize_latent_readiness,,15.06,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000101,Synthetic Student 101,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-024,AP Calculus AB - Synthetic Section 01-24,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9347,18.34,18.34,18.27,24.2437,,initialize_latent_readiness,,18.27,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000102,Synthetic Student 102,12,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-018,AP Precalculus - Synthetic Section 01-18,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.8841,38.52,38.52,38.78,41.2923,,initialize_latent_readiness,,38.78,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000103,Synthetic Student 103,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y00-SEC-025,AP Calculus BC - Synthetic Section 01-25,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9933,62.44,62.44,66.84,61.5006,,initialize_latent_readiness,,66.84,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000104,Synthetic Student 104,12,MATH-PRECALC,Precalculus,regular,Y00-SEC-020,Precalculus - Synthetic Section 01-20,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9645,87.71,87.71,89.31,81.9183,,initialize_latent_readiness,,89.31,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000105,Synthetic Student 105,9,MATH-GEOM,Geometry,regular,Y00-SEC-007,Geometry - Synthetic Section 01-07,TCH-001,Teacher 01,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9892,30.91,30.91,32.34,33.0964,,initialize_latent_readiness,,32.34,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000106,Synthetic Student 106,12,MATH-PRECALC,Precalculus,regular,Y00-SEC-019,Precalculus - Synthetic Section 01-19,TCH-004,Teacher 04,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9746,74.01,74.01,72.6,70.3442,,initialize_latent_readiness,,72.6,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000107,Synthetic Student 107,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,AP Calculus AB - Synthetic Section 01-21,TCH-005,Teacher 05,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9315,20.8,20.8,22.9,26.0434,,initialize_latent_readiness,,22.9,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000108,Synthetic Student 108,11,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9724,46.33,46.33,46.17,47.3015,,initialize_latent_readiness,,46.17,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000109,Synthetic Student 109,10,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9897,71.06,71.06,72.24,67.9155,,initialize_latent_readiness,,72.24,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000110,Synthetic Student 110,10,MATH-GEOM,Geometry,regular,Y00-SEC-004,Geometry - Synthetic Section 01-04,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9706,73.9,73.9,73.65,69.6941,,initialize_latent_readiness,,73.65,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000111,Synthetic Student 111,9,MATH-GEOM,Geometry,regular,Y00-SEC-003,Geometry - Synthetic Section 01-03,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9373,31.03,31.03,25.91,33.1978,,initialize_latent_readiness,,25.91,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000112,Synthetic Student 112,9,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,TCH-003,Teacher 03,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9805,10.69,10.69,10.25,16.6347,,initialize_latent_readiness,,10.25,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000113,Synthetic Student 113,9,MATH-ALG1,Algebra 1,regular,Y00-SEC-001,Algebra 1 - Synthetic Section 01-01,TCH-001,Teacher 01,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9964,15.23,15.23,16.68,19.8495,,initialize_latent_readiness,,16.68,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000114,Synthetic Student 114,9,MATH-GEOM,Geometry,regular,Y00-SEC-006,Geometry - Synthetic Section 01-06,TCH-002,Teacher 02,Assignment 01,1,beginning_of_year,initialize_readiness,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9923,43.12,43.12,42.82,43.4117,,initialize_latent_readiness,,42.82,,initialized_assignment_01,true,true,false
2025-2026,0,SYN-SIS-000115,Synthetic Student 115,10,MATH-ALG1,Algebra 1,regular,Y00-SEC-001,Algebra 1 - Synthetic Section 01-01,TCH-001,Teacher 01,Assignment 01,1,beginning_of_year,initialize_readiness,absent_no_update,absent_no_update,populated,normal,0.9355,0.0,,,,,initialize_latent_readiness,,54.41,,pending_no_present_scores,true,false,true
