school_year,school_year_offset,sis_user_id,student_label,grade_level,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,attendance_category,attendance_probability,boy_assignment_label,eoy_assignment_label,boy_score,eoy_score,present_boy,present_eoy,modeled_eoy_growth_delta,posterior_readiness_after_eoy,latent_readiness_after_boy,latent_readiness_after_eoy,latent_eoy_transition_delta,eoy_generation_mode,eoy_transition_type,eoy_academic_profile_status,observed_growth_delta,academic_profile_status
2026-2027,1,SYN-SIS-000328,Synthetic Student 328,9,MATH-GEOM,Geometry,regular,Y01-SEC-004,Geometry - Synthetic Section 02-04,TCH-002,Teacher 02,at_risk,0.6889,Assignment 03,Assignment 04,67.97,0.0,true,false,,,68.67,77.6581,8.9881,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2026-2027,1,SYN-SIS-000338,Synthetic Student 338,9,MATH-ALG1,Algebra 1,regular,Y01-SEC-001,Algebra 1 - Synthetic Section 02-01,TCH-001,Teacher 01,normal,0.9334,Assignment 03,Assignment 04,61.4,54.22,true,true,-7.18,54.6168,57.63,57.4559,-0.1741,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_04,-7.18,updated_assignment_04
2026-2027,1,SYN-SIS-000346,Synthetic Student 346,9,MATH-GEOM,Geometry,regular,Y01-SEC-004,Geometry - Synthetic Section 02-04,TCH-002,Teacher 02,normal,0.9284,Assignment 03,Assignment 04,6.28,22.21,true,true,15.93,21.4318,8.1,18.5567,10.4567,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_04,15.93,updated_assignment_04
2027-2028,2,SYN-SIS-000058,Synthetic Student 058,11,MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-012,AP Precalculus - Synthetic Section 03-12,TCH-004,Teacher 04,high,0.946,Assignment 05,Assignment 06,59.38,61.07,true,true,1.69,60.6082,58.8661,63.4586,4.5925,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,1.6899999999999977,updated_assignment_06
2027-2028,2,SYN-SIS-000059,Synthetic Student 059,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-017,AP Calculus AB - Synthetic Section 03-17,TCH-005,Teacher 05,normal,0.8499,Assignment 05,Assignment 06,24.35,30.68,true,true,6.33,30.5481,23.5204,27.7396,4.2192,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,6.329999999999998,updated_assignment_06
2027-2028,2,SYN-SIS-000061,Synthetic Student 061,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-018,AP Calculus AB - Synthetic Section 03-18,TCH-005,Teacher 05,normal,0.9352,Assignment 05,Assignment 06,27.85,34.34,true,true,6.49,34.1695,26.8881,36.8475,9.9594,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,6.490000000000002,updated_assignment_06
2027-2028,2,SYN-SIS-000067,Synthetic Student 067,12,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y02-SEC-024,Beyond Core Math Sequence - Synthetic Section 03-24,TCH-004,Teacher 04,normal,0.8651,Assignment 05,Assignment 06,36.74,43.82,true,true,7.08,43.3402,38.798,48.1582,9.3602,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,7.079999999999998,updated_assignment_06
2027-2028,2,SYN-SIS-000070,Synthetic Student 070,11,MATH-PRECALC,Precalculus,regular,Y02-SEC-014,Precalculus - Synthetic Section 03-14,TCH-003,Teacher 03,normal,0.8939,Assignment 05,Assignment 06,50.84,66.21,true,true,15.37,63.8056,52.2231,62.8614,10.6383,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,15.36999999999999,updated_assignment_06
2027-2028,2,SYN-SIS-000078,Synthetic Student 078,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y02-SEC-022,AP Calculus BC - Synthetic Section 03-22,TCH-005,Teacher 05,high,0.9764,Assignment 05,Assignment 06,42.71,46.32,true,true,3.61,46.1319,42.5973,47.913,5.3157,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,3.6099999999999994,updated_assignment_06
2027-2028,2,SYN-SIS-000086,Synthetic Student 086,11,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-009,Honors Algebra 2 - Synthetic Section 03-09,TCH-003,Teacher 03,high,0.9766,Assignment 05,Assignment 06,65.29,70.27,true,true,4.98,69.1212,63.2525,68.5641,5.3116,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,4.97999999999999,updated_assignment_06
2027-2028,2,SYN-SIS-000094,Synthetic Student 094,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-020,AP Calculus AB - Synthetic Section 03-20,TCH-005,Teacher 05,normal,0.9475,Assignment 05,Assignment 06,64.9,0.0,true,false,,,68.1577,74.5502,6.3925,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2027-2028,2,SYN-SIS-000119,Synthetic Student 119,11,MATH-PRECALC,Precalculus,regular,Y02-SEC-016,Precalculus - Synthetic Section 03-16,TCH-004,Teacher 04,high,0.9499,Assignment 05,Assignment 06,40.83,49.74,true,true,8.91,48.683,47.3713,50.4735,3.1022,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,8.910000000000004,updated_assignment_06
2027-2028,2,SYN-SIS-000132,Synthetic Student 132,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y02-SEC-023,AP Calculus BC - Synthetic Section 03-23,TCH-005,Teacher 05,normal,0.8769,Assignment 05,Assignment 06,67.02,75.32,true,true,8.3,73.7859,66.8336,71.0787,4.2451,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,8.299999999999997,updated_assignment_06
2027-2028,2,SYN-SIS-000142,Synthetic Student 142,11,MATH-ALG2,Algebra 2,regular,Y02-SEC-006,Algebra 2 - Synthetic Section 03-06,TCH-002,Teacher 02,normal,0.8962,Assignment 05,Assignment 06,40.58,0.0,true,false,,,41.6769,42.5328,0.8559,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2027-2028,2,SYN-SIS-000145,Synthetic Student 145,12,MATH-PRECALC,Precalculus,regular,Y02-SEC-016,Precalculus - Synthetic Section 03-16,TCH-004,Teacher 04,normal,0.92,Assignment 05,Assignment 06,22.76,30.28,true,true,7.52,30.0008,23.0418,28.8543,5.8125,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,7.52,updated_assignment_06
2027-2028,2,SYN-SIS-000157,Synthetic Student 157,11,MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-011,AP Precalculus - Synthetic Section 03-11,TCH-004,Teacher 04,high,0.9931,Assignment 05,Assignment 06,62.21,61.41,true,true,-0.8,61.3251,62.6201,62.425,-0.1951,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,-0.8000000000000043,updated_assignment_06
2027-2028,2,SYN-SIS-000159,Synthetic Student 159,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-017,AP Calculus AB - Synthetic Section 03-17,TCH-005,Teacher 05,normal,0.9394,Assignment 05,Assignment 06,46.73,61.31,true,true,14.58,59.3889,53.0355,59.1797,6.1442,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,14.580000000000005,updated_assignment_06
2027-2028,2,SYN-SIS-000189,Synthetic Student 189,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-019,AP Calculus AB - Synthetic Section 03-19,TCH-005,Teacher 05,high,0.9839,Assignment 05,Assignment 06,35.04,35.46,true,true,0.42,35.8883,28.5964,36.9132,8.3168,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,0.4200000000000017,updated_assignment_06
2027-2028,2,SYN-SIS-000195,Synthetic Student 195,11,MATH-PRECALC,Precalculus,regular,Y02-SEC-015,Precalculus - Synthetic Section 03-15,TCH-003,Teacher 03,normal,0.8924,Assignment 05,Assignment 06,18.52,0.0,true,false,,,17.704,23.6324,5.9284,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2027-2028,2,SYN-SIS-000201,Synthetic Student 201,12,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y02-SEC-024,Beyond Core Math Sequence - Synthetic Section 03-24,TCH-004,Teacher 04,normal,0.9221,Assignment 05,Assignment 06,0.0,93.8,false,true,-0.7,92.8873,92.6265,94.3276,1.7011,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,,updated_assignment_06
2027-2028,2,SYN-SIS-000204,Synthetic Student 204,11,MATH-ALG2,Algebra 2,regular,Y02-SEC-007,Algebra 2 - Synthetic Section 03-07,TCH-002,Teacher 02,high,0.9574,Assignment 05,Assignment 06,0.0,47.59,false,true,-6.84,48.3215,46.769,47.5934,0.8244,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,,updated_assignment_06
2027-2028,2,SYN-SIS-000221,Synthetic Student 221,11,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-009,Honors Algebra 2 - Synthetic Section 03-09,TCH-003,Teacher 03,high,0.974,Assignment 05,Assignment 06,75.07,79.36,true,true,4.29,78.1467,74.9238,78.4831,3.5593,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,4.290000000000006,updated_assignment_06
2027-2028,2,SYN-SIS-000231,Synthetic Student 231,11,MATH-ALG2,Algebra 2,regular,Y02-SEC-007,Algebra 2 - Synthetic Section 03-07,TCH-002,Teacher 02,high,0.9807,Assignment 05,Assignment 06,33.41,44.0,true,true,10.59,42.7681,36.5737,44.2511,7.6774,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,10.590000000000003,updated_assignment_06
2027-2028,2,SYN-SIS-000240,Synthetic Student 240,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y02-SEC-023,AP Calculus BC - Synthetic Section 03-23,TCH-005,Teacher 05,high,0.9944,Assignment 05,Assignment 06,40.11,0.0,true,false,,,40.1926,46.5131,6.3205,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2027-2028,2,SYN-SIS-000242,Synthetic Student 242,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-017,AP Calculus AB - Synthetic Section 03-17,TCH-005,Teacher 05,high,0.9723,Assignment 05,Assignment 06,0.0,43.89,false,true,3.88,43.6395,36.6123,40.0477,3.4354,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,,updated_assignment_06
2027-2028,2,SYN-SIS-000244,Synthetic Student 244,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-020,AP Calculus AB - Synthetic Section 03-20,TCH-005,Teacher 05,at_risk,0.7167,Assignment 05,Assignment 06,39.65,0.0,true,false,,,40.9546,49.012,8.0574,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2027-2028,2,SYN-SIS-000263,Synthetic Student 263,11,MATH-ALG2,Algebra 2,regular,Y02-SEC-007,Algebra 2 - Synthetic Section 03-07,TCH-002,Teacher 02,high,0.9905,Assignment 05,Assignment 06,9.77,34.0,true,true,24.23,31.4275,17.4238,34.6228,17.199,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,24.23,updated_assignment_06
2027-2028,2,SYN-SIS-000273,Synthetic Student 273,12,MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-011,AP Precalculus - Synthetic Section 03-11,TCH-004,Teacher 04,at_risk,0.6879,Assignment 05,Assignment 06,69.97,0.0,true,false,,,72.316,73.7559,1.4399,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2027-2028,2,SYN-SIS-000294,Synthetic Student 294,10,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,high,0.9952,Assignment 05,Assignment 06,27.67,41.0,true,true,13.33,39.6222,32.4704,39.9059,7.4355,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,13.329999999999998,updated_assignment_06
2027-2028,2,SYN-SIS-000306,Synthetic Student 306,10,MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-013,AP Precalculus - Synthetic Section 03-13,TCH-004,Teacher 04,normal,0.9315,Assignment 05,Assignment 06,47.19,57.48,true,true,10.29,56.1415,49.7079,58.219,8.5111,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,10.29,updated_assignment_06
2027-2028,2,SYN-SIS-000321,Synthetic Student 321,10,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,high,0.9965,Assignment 05,Assignment 06,34.23,39.0,true,true,4.77,38.6197,35.1408,40.6268,5.486,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,4.770000000000003,updated_assignment_06
2027-2028,2,SYN-SIS-000324,Synthetic Student 324,10,MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-013,AP Precalculus - Synthetic Section 03-13,TCH-004,Teacher 04,normal,0.8909,Assignment 05,Assignment 06,34.66,37.99,true,true,3.33,37.9428,33.036,42.2823,9.2463,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,3.3300000000000054,updated_assignment_06
2027-2028,2,SYN-SIS-000328,Synthetic Student 328,10,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-010,Honors Algebra 2 - Synthetic Section 03-10,TCH-003,Teacher 03,at_risk,0.6889,Assignment 05,Assignment 06,75.66,0.0,true,false,,,76.4539,76.2505,-0.2034,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2027-2028,2,SYN-SIS-000338,Synthetic Student 338,10,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,normal,0.9334,Assignment 05,Assignment 06,55.16,53.38,true,true,-1.78,53.4264,55.7239,59.0851,3.3612,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,-1.779999999999994,updated_assignment_06
2027-2028,2,SYN-SIS-000352,Synthetic Student 352,9,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,normal,0.9534,Assignment 05,Assignment 06,64.31,0.0,true,false,,,61.77,63.2844,1.5144,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2027-2028,2,SYN-SIS-000357,Synthetic Student 357,9,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-009,Honors Algebra 2 - Synthetic Section 03-09,TCH-003,Teacher 03,high,0.9807,Assignment 05,Assignment 06,13.93,23.19,true,true,9.26,23.2872,10.83,19.8059,8.9759,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,9.260000000000002,updated_assignment_06
2027-2028,2,SYN-SIS-000364,Synthetic Student 364,9,MATH-ALG1,Algebra 1,regular,Y02-SEC-001,Algebra 1 - Synthetic Section 03-01,TCH-001,Teacher 01,high,0.9904,Assignment 05,Assignment 06,22.37,26.26,true,true,3.89,26.6463,18.37,25.3876,7.0176,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,3.8900000000000006,updated_assignment_06
2027-2028,2,SYN-SIS-000370,Synthetic Student 370,9,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-010,Honors Algebra 2 - Synthetic Section 03-10,TCH-003,Teacher 03,normal,0.9456,Assignment 05,Assignment 06,0.0,32.03,false,true,,34.6633,23.2,32.3052,9.1052,first_present_evidence_from_latent,initialize_readiness,initialized_assignment_06,,initialized_assignment_06
2027-2028,2,SYN-SIS-000373,Synthetic Student 373,9,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-010,Honors Algebra 2 - Synthetic Section 03-10,TCH-003,Teacher 03,high,0.9809,Assignment 05,Assignment 06,42.63,57.69,true,true,15.06,55.6317,44.76,55.5167,10.7567,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,15.059999999999995,updated_assignment_06
2027-2028,2,SYN-SIS-000379,Synthetic Student 379,9,MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,high,0.9864,Assignment 05,Assignment 06,39.43,52.06,true,true,12.63,50.3438,37.86,48.3619,10.5019,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,12.630000000000003,updated_assignment_06
2027-2028,2,SYN-SIS-000381,Synthetic Student 381,9,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-010,Honors Algebra 2 - Synthetic Section 03-10,TCH-003,Teacher 03,high,0.9992,Assignment 05,Assignment 06,34.57,44.88,true,true,10.31,43.9114,35.84,44.3257,8.4857,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,10.310000000000002,updated_assignment_06
2027-2028,2,SYN-SIS-000382,Synthetic Student 382,9,MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,high,0.9708,Assignment 05,Assignment 06,35.37,41.58,true,true,6.21,41.0376,34.44,42.9057,8.4657,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,6.210000000000001,updated_assignment_06
2027-2028,2,SYN-SIS-000396,Synthetic Student 396,9,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-010,Honors Algebra 2 - Synthetic Section 03-10,TCH-003,Teacher 03,at_risk,0.6697,Assignment 05,Assignment 06,0.0,75.21,false,true,,71.1429,69.47,76.7613,7.2913,first_present_evidence_from_latent,initialize_readiness,initialized_assignment_06,,initialized_assignment_06
2027-2028,2,SYN-SIS-000401,Synthetic Student 401,9,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-010,Honors Algebra 2 - Synthetic Section 03-10,TCH-003,Teacher 03,high,0.9827,Assignment 05,Assignment 06,44.49,51.69,true,true,7.2,50.77,42.75,50.2044,7.4544,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,7.199999999999996,updated_assignment_06
2027-2028,2,SYN-SIS-000407,Synthetic Student 407,9,MATH-ALG1,Algebra 1,regular,Y02-SEC-001,Algebra 1 - Synthetic Section 03-01,TCH-001,Teacher 01,high,0.9867,Assignment 05,Assignment 06,36.81,42.65,true,true,5.84,42.102,36.15,45.6165,9.4665,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,5.839999999999996,updated_assignment_06
2028-2029,3,SYN-SIS-000017,Synthetic Student 017,12,MATH-PRECALC,Precalculus,regular,Y03-SEC-018,Precalculus - Synthetic Section 04-18,TCH-003,Teacher 03,high,0.9973,Assignment 07,Assignment 08,40.64,45.62,true,true,4.98,45.0813,37.7408,42.7859,5.0451,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,4.979999999999997,updated_assignment_08
2028-2029,3,SYN-SIS-000022,Synthetic Student 022,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-022,AP Calculus AB - Synthetic Section 04-22,TCH-005,Teacher 05,normal,0.9218,Assignment 07,Assignment 08,70.81,80.21,true,true,9.4,78.5047,74.8962,75.9975,1.1013,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,9.399999999999991,updated_assignment_08
2028-2029,3,SYN-SIS-000045,Synthetic Student 045,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-023,AP Calculus BC - Synthetic Section 04-23,TCH-005,Teacher 05,high,0.9795,Assignment 07,Assignment 08,58.14,64.37,true,true,6.23,63.3562,55.4978,63.3348,7.837,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,6.230000000000004,updated_assignment_08
2028-2029,3,SYN-SIS-000050,Synthetic Student 050,12,MATH-PRECALC,Precalculus,regular,Y03-SEC-016,Precalculus - Synthetic Section 04-16,TCH-003,Teacher 03,normal,0.9275,Assignment 07,Assignment 08,38.82,38.18,true,true,-0.64,38.5302,35.2585,42.1222,6.8637,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,-0.6400000000000006,updated_assignment_08
2028-2029,3,SYN-SIS-000065,Synthetic Student 065,12,MATH-PRECALC,Precalculus,regular,Y03-SEC-016,Precalculus - Synthetic Section 04-16,TCH-003,Teacher 03,normal,0.9346,Assignment 07,Assignment 08,30.95,38.79,true,true,7.84,38.1684,32.2395,37.4129,5.1734,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,7.84,updated_assignment_08
2028-2029,3,SYN-SIS-000081,Synthetic Student 081,12,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-014,AP Precalculus - Synthetic Section 04-14,TCH-004,Teacher 04,normal,0.9543,Assignment 07,Assignment 08,100.0,97.32,true,true,-2.68,96.5424,100.0,100.0,0.0,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,-2.680000000000007,updated_assignment_08
2028-2029,3,SYN-SIS-000092,Synthetic Student 092,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-023,AP Calculus BC - Synthetic Section 04-23,TCH-005,Teacher 05,normal,0.9183,Assignment 07,Assignment 08,64.19,78.4,true,true,14.21,76.08,69.7615,76.9864,7.2249,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,14.210000000000008,updated_assignment_08
2028-2029,3,SYN-SIS-000167,Synthetic Student 167,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-024,AP Calculus BC - Synthetic Section 04-24,TCH-005,Teacher 05,normal,0.8967,Assignment 07,Assignment 08,86.6,84.08,true,true,-2.52,83.6169,84.4288,84.5096,0.0808,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,-2.519999999999996,updated_assignment_08
